10/08/2025 17:23:56 | TestA1.txt
10/08/2025 17:24:49 | TestA2.txt
10/08/2025 18:21:16 | TestA3.txt
11/08/2025 16:49:40 | khks.py.txt
11/08/2025 16:50:58 | .txt
11/08/2025 16:54:07 | .txt
11/08/2025 20:10:30 | TryCorpus.txt
11/08/2025 20:12:59 | entropyTest.txt
11/08/2025 20:20:33 | entropyAgain.txt
11/08/2025 20:23:23 | corpusTest.txt
11/08/2025 20:39:18 | entropyAgainAgain.txt
11/08/2025 20:39:43 | EntropyAgainAgainn.txt
11/08/2025 20:46:21 | TestDict.txt
11/08/2025 20:47:31 | testMaj.txt
13/08/2025 14:02:25 | TryWordLen.txt
13/08/2025 14:04:04 | LongWordLengthTry.txt
13/08/2025 14:23:39 | WORDS.txt
13/08/2025 14:24:28 | WORDLENWITHDICT.txt
13/08/2025 14:27:02 | tryentropywithcorpus.txt
13/08/2025 15:52:35 | TestBigrams.txt
13/08/2025 16:00:25 | TryBigramsAgainAgain.txt
13/08/2025 16:04:09 | bigramWithDict.txt
13/08/2025 16:07:21 | TryBigrams.txt
13/08/2025 19:25:20 | EntropyWithDict.txt
13/08/2025 19:25:54 | EntropyWithCorpus.txt
